POSTCODE	POSTCODE_EIND	AANSLUITINGEN_AANTAL	PRODUCTSOORT	SJA_TOTAAL	SJA_GEMIDDELD	POSTCODE_AANTAL
1181TE	1181TE	30	ELK	102728	3424,27	1
1181TG	1181TG	27	ELK	104300	3862,96	1
1181TH	1181TH	34	ELK	63353	1863,32	1
1181TJ	1181TJ	12	ELK	30232	2519,33	1
1181TK	1181TK	18	ELK	30924	1718,00	1
1181TL	1181TL	23	ELK	49680	2160,00	1
1181TM	1181TM	15	ELK	27671	1844,73	1
1181TN	1181TN	64	ELK	119361	1865,02	1
1181TP	1181TP	32	ELK	46149	1442,16	1
1181TR	1181TR	20	ELK	130044	6502,20	1
1181TS	1181TS	37	ELK	83257	2250,19	1
1181TT	1181TT	39	ELK	106604	2733,44	1
1181TV	1181TV	38	ELK	83938	2208,89	1
1181TW	1181TW	39	ELK	134286	3443,23	1
1181TX	1181TX	12	ELK	52190	4349,17	1
1181TZ	1181TZ	31	ELK	135753	4379,13	1
1181VA	1181VA	25	ELK	123389	4935,56	1
1181VB	1181VB	32	ELK	201709	6303,41	1
1181VC	1181VC	28	ELK	103112	3682,57	1
1181VD	1181VD	30	ELK	106313	3543,77	1
1181VE	1181VE	21	ELK	46132	2196,76	1
1181VG	1181VG	38	ELK	67351	1772,39	1
1181VH	1181VH	21	ELK	43229	2058,52	1
1181VJ	1181VJ	23	ELK	31678	1377,30	1
1181VK	1181VK	12	ELK	11236	936,33	1
1181VL	1181VL	15	ELK	38483	2565,53	1
1181VM	1181VM	19	ELK	35354	1860,74	1
1181VN	1181VN	33	ELK	131846	3995,33	1
1181VP	1181VP	10	ELK	42797	4279,70	1
1181VR	1181VR	38	ELK	84644	2227,47	1
1181VS	1181VS	26	ELK	87524	3366,31	1
1181VT	1181VT	60	ELK	241407	4023,45	1
1181VW	1181VW	95	ELK	241208	2539,03	1
1181VX	1181VX	28	ELK	139836	4994,14	1
1181VZ	1181VZ	26	ELK	99431	3824,27	1
1181WB	1181WB	122	ELK	290553	2381,58	1
1181WD	1181WE	24	ELK	246252	10260,50	2
1181WG	1181WG	10	ELK	30644	3064,40	1
1181WH	1181WH	26	ELK	51406	1977,15	1
1181WJ	1181WJ	31	ELK	125590	4051,29	1
1181WK	1181WK	27	ELK	48113	1781,96	1
1181WL	1181WL	20	ELK	65330	3266,50	1
1181WN	1181WN	552	ELK	1873014	3393,14	1
1181WP	1181WP	125	ELK	404869	3238,95	1
1181WR	1181WR	31	ELK	121655	3924,35	1
1181WS	1181WS	22	ELK	47464	2157,45	1
1181WT	1181WT	34	ELK	93272	2743,29	1
1181WV	1181WX	24	ELK	39112	1629,67	2
1181WZ	1181WZ	20	ELK	25403	1270,15	1
1181XA	1181XA	28	ELK	81800	2921,43	1
1181XB	1181XB	17	ELK	52876	3110,35	1
1181XC	1181XC	28	ELK	52224	1865,14	1
1181XD	1181XD	32	ELK	38597	1206,16	1
1181XE	1181XE	19	ELK	46104	2426,53	1
1181XG	1181XG	30	ELK	182925	6097,50	1
1181XH	1181XH	56	ELK	225982	4035,39	1
1181XJ	1181XJ	15	ELK	75211	5014,07	1
1181XK	1181XL	41	ELK	225937	5510,66	2
1181XM	1181XM	25	ELK	122436	4897,44	1
1181XN	1181XN	20	ELK	50129	2506,45	1
1181XP	1181XP	15	ELK	58245	3883,00	1
1181XR	1181XR	25	ELK	80460	3218,40	1
1181XS	1181XS	13	ELK	31481	2421,62	1
1181XT	1181XT	24	ELK	93361	3890,04	1
1181XV	1181XV	24	ELK	95818	3992,42	1
1181XW	1181XW	21	ELK	62509	2976,62	1
1181XX	1181XX	21	ELK	100681	4794,33	1
1181XZ	1181XZ	18	ELK	68722	3817,89	1
1181ZA	1181ZA	48	ELK	186730	3890,21	1
1181ZB	1181ZB	14	ELK	41672	2976,57	1
1181ZC	1181ZC	28	ELK	30136	1076,29	1
1181ZD	1181ZD	11	ELK	14422	1311,09	1
1181ZE	1181ZE	24	ELK	313170	13048,75	1
1181ZG	1181ZG	29	ELK	879501	30327,62	1
1181ZH	1181ZH	19	ELK	254857	13413,53	1
1181ZJ	1181ZJ	25	ELK	522110	20884,40	1
1181ZK	1181ZL	36	ELK	885876	24607,67	2
1181ZM	1181ZM	102	ELK	868591	8515,60	1
1181ZN	1181ZP	20	ELK	69998	3499,90	2
1181ZR	1181ZR	21	ELK	61385	2923,10	1
1181ZS	1181ZS	25	ELK	124730	4989,20	1
1181ZT	1181ZT	72	ELK	304948	4235,39	1
1181ZV	1181ZV	19	ELK	58010	3053,16	1
1181ZW	1181ZW	35	ELK	96972	2770,63	1
1181ZX	1181ZX	23	ELK	115630	5027,39	1
1181ZZ	1182AA	20	ELK	309490	15474,50	2
1182AB	1182AC	21	ELK	150808	7181,33	2
1182AD	1182AG	12	ELK	256105	21342,08	3
1182AH	1182AH	11	ELK	154734	14066,73	1
1182AJ	1182AM	30	ELK	137877	4595,90	4
1182AN	1182AN	21	ELK	48530	2310,95	1
1182AP	1182AP	15	ELK	33392	2226,13	1
1182AR	1182AR	12	ELK	32343	2695,25	1
1182AS	1182AT	15	ELK	47053	3136,87	2
1182AV	1182AW	11	ELK	34055	3095,91	2
1182AX	1182AZ	13	ELK	37988	2922,15	2
1182BA	1182BB	14	ELK	75536	5395,43	2
1182BC	1182BC	14	ELK	33508	2393,43	1
1182BD	1182BD	18	ELK	21085	1171,39	1
1182BE	1182BE	27	ELK	180223	6674,93	1
1182BG	1182BH	18	ELK	333649	18536,06	2
1182BJ	1182BJ	11	ELK	174588	15871,64	1
1182BK	1182BL	25	ELK	157424	6296,96	2
1182BM	1182BN	26	ELK	87789	3376,50	2
1182BP	1182BP	20	ELK	65623	3281,15	1
1182BR	1182BR	22	ELK	61186	2781,18	1
1182BS	1182BS	16	ELK	56051	3503,19	1
1182BT	1182BT	22	ELK	35045	1592,95	1
1182BV	1182BV	21	ELK	27753	1321,57	1
1182BW	1182BW	15	ELK	32477	2165,13	1
1182BX	1182BX	16	ELK	23846	1490,38	1
1182BZ	1182BZ	22	ELK	92752	4216,00	1
1182CA	1182CA	18	ELK	27157	1508,72	1
1182CB	1182CC	24	ELK	47455	1977,29	2
1182CD	1182CD	10	ELK	41360	4136,00	1
1182CE	1182CE	16	ELK	25234	1577,13	1
1182CG	1182CG	22	ELK	35049	1593,14	1
1182CH	1182CH	16	ELK	20959	1309,94	1
1182CJ	1182CJ	13	ELK	22516	1732,00	1
1182CK	1182CK	22	ELK	84554	3843,36	1
1182CL	1182CL	26	ELK	180315	6935,19	1
1182CM	1182CM	20	ELK	79658	3982,90	1
1182CN	1182CN	15	ELK	48108	3207,20	1
1182CP	1182CP	23	ELK	82322	3579,22	1
1182CR	1182CR	19	ELK	87532	4606,95	1
1182CS	1182CS	18	ELK	70705	3928,06	1
1182CT	1182CT	23	ELK	58111	2526,57	1
1182CW	1182CX	25	ELK	86291	3451,64	2
1182DB	1182DC	12	ELK	199149	16595,75	2
1182EA	1182EB	12	ELK	37031	3085,92	2
1182EC	1182EC	12	ELK	28243	2353,58	1
1182ED	1182ED	18	ELK	62854	3491,89	1
1182EE	1182EE	23	ELK	74342	3232,26	1
1182EG	1182EG	16	ELK	45381	2836,31	1
1182EH	1182EH	12	ELK	38427	3202,25	1
1182EJ	1182EJ	15	ELK	46267	3084,47	1
1182EK	1182EK	19	ELK	33826	1780,32	1
1182EL	1182EL	17	ELK	32950	1938,24	1
1182EM	1182EM	15	ELK	29424	1961,60	1
1182EN	1182EN	10	ELK	14619	1461,90	1
1182EP	1182EP	14	ELK	25050	1789,29	1
1182ER	1182ER	39	ELK	76888	1971,49	1
1182ES	1182ES	12	ELK	19688	1640,67	1
1182ET	1182ET	12	ELK	20588	1715,67	1
1182EV	1182EV	11	ELK	21481	1952,82	1
1182EW	1182EX	25	ELK	39732	1589,28	2
1182EZ	1182EZ	18	ELK	38996	2166,44	1
1182GA	1182GA	19	ELK	27319	1437,84	1
1182GB	1182GB	14	ELK	34230	2445,00	1
1182GC	1182GC	28	ELK	64647	2308,82	1
1182GD	1182GD	27	ELK	27008	1000,30	1
1182GE	1182GE	26	ELK	28629	1101,12	1
1182GG	1182GG	24	ELK	29465	1227,71	1
1182GH	1182GH	20	ELK	28470	1423,50	1
1182GJ	1182GK	20	ELK	129778	6488,90	2
1182GL	1182GP	21	ELK	119692	5699,62	3
1182GR	1182GS	22	ELK	70390	3199,55	2
1182GT	1182GT	12	ELK	124569	10380,75	1
1182GV	1182GV	13	ELK	96336	7410,46	1
1182GW	1182GW	13	ELK	229240	17633,85	1
1182GX	1182GX	11	ELK	81591	7417,36	1
1182GZ	1182GZ	13	ELK	201436	15495,08	1
1182HA	1182HB	26	ELK	78884	3034,00	2
1182HC	1182HC	18	ELK	92916	5162,00	1
1182HD	1182HE	14	ELK	265450	18960,71	2
1182HG	1182HG	12	ELK	53398	4449,83	1
1182HH	1182HH	20	ELK	169461	8473,05	1
1182HJ	1182HJ	15	ELK	141108	9407,20	1
1182HK	1182HK	13	ELK	95793	7368,69	1
1182HL	1182HL	19	ELK	122646	6455,05	1
1182HM	1182HM	16	ELK	84282	5267,63	1
1182HN	1182HN	22	ELK	135491	6158,68	1
1182HP	1182HP	14	ELK	74635	5331,07	1
1182HR	1182HR	18	ELK	92775	5154,17	1
1182HS	1182HS	22	ELK	125385	5699,32	1
1182HV	1182HV	28	ELK	91454	3266,21	1
1182HW	1182HW	11	ELK	22250	2022,73	1
1182HX	1182HX	14	ELK	64971	4640,79	1
1182JA	1182JA	10	ELK	78021	7802,10	1
1182JB	1182JC	12	ELK	182462	15205,17	2
1182JD	1182JE	19	ELK	219691	11562,68	2
1182JG	1182JG	12	ELK	167692	13974,33	1
1182JH	1182JH	23	ELK	159428	6931,65	1
1182JJ	1182JJ	22	ELK	54553	2479,68	1
1182JK	1182JK	13	ELK	58000	4461,54	1
1182JL	1182JL	21	ELK	79343	3778,24	1
1182JM	1182JN	16	ELK	195233	12202,06	2
1182JP	1182JP	37	ELK	73748	1993,19	1
1182JR	1182JR	14	ELK	244476	17462,57	1
1182JT	1182JT	18	ELK	62292	3460,67	1
1182JV	1182JV	13	ELK	55834	4294,92	1
1182JW	1182JW	19	ELK	44630	2348,95	1
1182JX	1182JX	21	ELK	17327	825,10	1
1182JZ	1182JZ	17	ELK	15420	907,06	1
1182KA	1182KB	11	ELK	21684	1971,27	2
1182KE	1182KE	13	ELK	25482	1960,15	1
1182KG	1182KG	25	ELK	34713	1388,52	1
1182QQ	1183AB	71	ELK	254546	3585,15	3
1183AG	1183AT	12	ELK	174691	14557,58	5
1183AV	1183AX	18	ELK	48546	2697,00	2
1183AZ	1183AZ	16	ELK	53243	3327,69	1
1183BA	1183BA	28	ELK	52213	1864,75	1
1183BB	1183BB	21	ELK	19988	951,81	1
1183BC	1183BC	11	ELK	10498	954,36	1
1183BD	1183BD	34	ELK	112767	3316,68	1
1183BE	1183BE	28	ELK	65095	2324,82	1
1183BG	1183BG	13	ELK	32724	2517,23	1
1183BH	1183BH	32	ELK	110981	3468,16	1
1183BJ	1183BJ	24	ELK	49861	2077,54	1
1183BK	1183BK	24	ELK	46201	1925,04	1
1183BL	1183BL	26	ELK	55428	2131,85	1
1183BM	1183BM	10	ELK	15028	1502,80	1
1183BN	1183BP	24	ELK	66708	2779,50	2
1183BR	1183BR	18	ELK	78160	4342,22	1
1183BS	1183BS	12	ELK	81944	6828,67	1
1183BT	1183BT	11	ELK	52598	4781,64	1
1183BV	1183BV	18	ELK	43277	2404,28	1
1183BW	1183BW	21	ELK	53342	2540,10	1
1183BX	1183BX	10	ELK	34825	3482,50	1
1183BZ	1183BZ	21	ELK	96251	4583,38	1
1183CA	1183CB	29	ELK	101107	3486,45	2
1183CC	1183CD	23	ELK	49590	2156,09	2
1183CE	1183CE	23	ELK	34211	1487,43	1
1183CG	1183CG	22	ELK	35808	1627,64	1
1183CH	1183CH	24	ELK	47525	1980,21	1
1183CJ	1183CJ	25	ELK	42278	1691,12	1
1183CK	1183CL	65	ELK	208771	3211,86	2
1183CM	1183CM	17	ELK	64193	3776,06	1
1183CN	1183CN	17	ELK	56600	3329,41	1
1183CP	1183CR	28	ELK	88813	3171,89	2
1183CS	1183CS	20	ELK	95426	4771,30	1
1183CT	1183CT	23	ELK	67309	2926,48	1
1183CV	1183CW	33	ELK	103254	3128,91	2
1183CX	1183CX	12	ELK	50985	4248,75	1
1183CZ	1183CZ	10	ELK	33612	3361,20	1
1183DB	1183DM	33	ELK	352361	10677,61	5
1183DN	1183DN	16	ELK	151288	9455,50	1
1183EA	1183EA	12	ELK	50850	4237,50	1
1183EB	1183EB	23	ELK	77723	3379,26	1
1183EC	1183EC	20	ELK	71140	3557,00	1
1183EE	1183EE	15	ELK	58853	3923,53	1
1183EG	1183EG	21	ELK	70215	3343,57	1
1183EH	1183EH	14	ELK	38515	2751,07	1
1183EJ	1183EJ	11	ELK	29727	2702,45	1
1183EK	1183EK	107	ELK	288632	2697,50	1
1183EL	1183EM	24	ELK	73730	3072,08	2
1183EN	1183EN	31	ELK	60059	1937,39	1
1183EP	1183EP	29	ELK	99989	3447,90	1
1183ER	1183ER	14	ELK	45839	3274,21	1
1183ES	1183ES	18	ELK	56829	3157,17	1
1183ET	1183ET	34	ELK	68747	2021,97	1
1183EV	1183EV	24	ELK	42261	1760,88	1
1183EW	1183EW	24	ELK	47197	1966,54	1
1183EX	1183EX	24	ELK	41214	1717,25	1
1183EZ	1183EZ	13	ELK	29247	2249,77	1
1183GA	1183GA	16	ELK	48454	3028,38	1
1183GB	1183GB	24	ELK	79513	3313,04	1
1183GC	1183GC	18	ELK	60624	3368,00	1
1183GD	1183GD	16	ELK	47168	2948,00	1
1183GE	1183GE	13	ELK	42795	3291,92	1
1183GG	1183GG	14	ELK	43988	3142,00	1
1183GH	1183GH	14	ELK	44606	3186,14	1
1183GJ	1183GJ	14	ELK	74892	5349,43	1
1183GK	1183GK	16	ELK	42198	2637,38	1
1183GL	1183GL	12	ELK	20401	1700,08	1
1183GM	1183GM	14	ELK	43642	3117,29	1
1183GN	1183GN	13	ELK	73069	5620,69	1
1183GP	1183GR	16	ELK	71178	4448,63	2
1183GS	1183GS	12	ELK	25358	2113,17	1
1183GT	1183GT	22	ELK	52188	2372,18	1
1183GV	1183GV	20	ELK	64503	3225,15	1
1183GW	1183GW	16	ELK	85060	5316,25	1
1183GX	1183GX	21	ELK	35728	1701,33	1
1183GZ	1183GZ	28	ELK	71931	2568,96	1
1183HA	1183HA	16	ELK	76463	4778,94	1
1183HB	1183HB	18	ELK	93426	5190,33	1
1183HC	1183HC	17	ELK	28507	1676,88	1
1183HD	1183HD	22	ELK	48249	2193,14	1
1183HE	1183HE	67	ELK	576728	8607,88	1
1183HG	1183HG	18	ELK	454526	25251,44	1
1183HH	1183HJ	52	ELK	246645	4743,17	2
1183HK	1183HK	34	ELK	225994	6646,88	1
1183HM	1183HM	13	ELK	85581	6583,15	1
1183HN	1183HN	24	ELK	59578	2482,42	1
1183HP	1183HP	16	ELK	20690	1293,13	1
1183HR	1183HR	17	ELK	30318	1783,41	1
1183HS	1183HS	20	ELK	30539	1526,95	1
1183HT	1183HT	40	ELK	64154	1603,85	1
1183HV	1183HV	38	ELK	61049	1606,55	1
1183HW	1183HX	31	ELK	65758	2121,23	2
1183HZ	1183HZ	12	ELK	19807	1650,58	1
1183JA	1183JA	21	ELK	36334	1730,19	1
1183JB	1183JC	39	ELK	92881	2381,56	2
1183JD	1183JD	49	ELK	98227	2004,63	1
1183JE	1183JE	19	ELK	40437	2128,26	1
1183JG	1183JG	12	ELK	30483	2540,25	1
1183JM	1183JM	22	ELK	124693	5667,86	1
1183JN	1183JN	24	ELK	32355	1348,13	1
1183JP	1183JP	24	ELK	40056	1669,00	1
1183JR	1183JR	23	ELK	34499	1499,96	1
1183JS	1183JS	25	ELK	32802	1312,08	1
1183JT	1183JT	13	ELK	46370	3566,92	1
1183JV	1183JV	13	ELK	45505	3500,38	1
1183JW	1183JW	15	ELK	67935	4529,00	1
1183JX	1183JX	18	ELK	64384	3576,89	1
1183JZ	1183JZ	20	ELK	94826	4741,30	1
1183KA	1183KA	24	ELK	36342	1514,25	1
1183KB	1183KB	25	ELK	43820	1752,80	1
1183KC	1183KC	24	ELK	34791	1449,63	1
1183KD	1183KD	24	ELK	41267	1719,46	1
1183KE	1183KE	28	ELK	116813	4171,89	1
1183KG	1183KG	28	ELK	98196	3507,00	1
1183KH	1183KH	27	ELK	102717	3804,33	1
1183KJ	1183KJ	27	ELK	106065	3928,33	1
1183KK	1183KL	24	ELK	105049	4377,04	2
1183KM	1183KM	22	ELK	68386	3108,45	1
1183KN	1183KN	18	ELK	56056	3114,22	1
1183KP	1183KP	14	ELK	45610	3257,86	1
1183KR	1183KR	12	ELK	37717	3143,08	1
1183KS	1183KT	28	ELK	102521	3661,46	2
1183KV	1183KV	26	ELK	64341	2474,65	1
1183KW	1183KX	20	ELK	89160	4458,00	2
1183KZ	1183KZ	26	ELK	67724	2604,77	1
1183LA	1183LA	16	ELK	61082	3817,63	1
1183LB	1183LB	13	ELK	40137	3087,46	1
1183LC	1183LD	16	ELK	57008	3563,00	2
1183LE	1183LE	22	ELK	62355	2834,32	1
1183LG	1183LG	15	ELK	38618	2574,53	1
1183LH	1183LH	14	ELK	39385	2813,21	1
1183LJ	1183LK	23	ELK	78269	3403,00	2
1183LL	1183LL	14	ELK	23300	1664,29	1
1183LM	1183LM	21	ELK	75960	3617,14	1
1183LN	1183LN	30	ELK	110938	3697,93	1
1183LP	1183LP	33	ELK	119557	3622,94	1
1183LR	1183LR	19	ELK	36888	1941,47	1
1183LS	1183LS	14	ELK	21314	1522,43	1
1183LT	1183LT	32	ELK	72120	2253,75	1
1183LV	1183LV	20	ELK	32770	1638,50	1
1183LW	1183LW	40	ELK	56371	1409,28	1
1183LX	1183LX	38	ELK	58006	1526,47	1
1183LZ	1183LZ	28	ELK	100348	3583,86	1
1183MD	1183MD	152	ELK	463703	3050,68	1
1183ME	1183ME	44	ELK	60840	1382,73	1
1183MG	1183MG	45	ELK	83458	1854,62	1
1183NA	1183NA	24	ELK	60952	2539,67	1
1183NB	1183NB	24	ELK	54020	2250,83	1
1183NC	1183NC	24	ELK	46840	1951,67	1
1183ND	1183ND	12	ELK	59347	4945,58	1
1183NE	1183NE	12	ELK	27628	2302,33	1
1183NG	1183NG	14	ELK	60675	4333,93	1
1183NH	1183NH	15	ELK	40699	2713,27	1
1183NJ	1183NJ	23	ELK	54554	2371,91	1
1183NK	1183NK	69	ELK	120555	1747,17	1
1183NL	1183NL	20	ELK	83564	4178,20	1
1183NM	1183NN	11	ELK	194211	17655,55	2
1183NP	1183NS	26	ELK	138886	5341,77	3
1183NT	1183NT	17	ELK	56713	3336,06	1
1183NV	1183NV	26	ELK	66935	2574,42	1
1183NW	1183NW	26	ELK	79837	3070,65	1
1183NX	1183NX	16	ELK	36003	2250,19	1
1183NZ	1183NZ	110	ELK	379440	3449,45	1
1183PA	1183PA	16	ELK	30691	1918,19	1
1183PB	1183PB	19	ELK	45771	2409,00	1
1183PC	1183PC	13	ELK	22647	1742,08	1
1183PD	1183PD	15	ELK	36608	2440,53	1
1183PE	1183PE	19	ELK	51198	2694,63	1
1183PG	1183PG	18	ELK	100613	5589,61	1
1183PH	1183PH	24	ELK	82205	3425,21	1
1183PJ	1183PJ	13	ELK	39480	3036,92	1
1183PK	1183PK	17	ELK	69863	4109,59	1
1183PL	1183PL	16	ELK	44252	2765,75	1
1183PM	1183PM	24	ELK	83709	3487,88	1
1183PN	1183PP	33	ELK	127437	3861,73	2
1183PR	1183PR	10	ELK	19529	1952,90	1
1183PS	1183PS	44	ELK	111183	2526,89	1
1183PT	1183PT	106	ELK	144597	1364,12	1
1183PX	1183PX	71	ELK	117516	1655,15	1
1183PZ	1183PZ	25	ELK	112275	4491,00	1
1183QQ	1183RA	25	ELK	50150	2006,00	2
1183RB	1183RB	24	ELK	38545	1606,04	1
1183RC	1183RC	14	ELK	40690	2906,43	1
1183RD	1183RD	19	ELK	40153	2113,32	1
1183RE	1183RE	18	ELK	35626	1979,22	1
1183RG	1183RG	16	ELK	46296	2893,50	1
1183RH	1183RJ	30	ELK	74158	2471,93	2
1183RK	1183RK	82	ELK	171286	2088,85	1
1183RL	1183RL	14	ELK	29984	2141,71	1
1183RM	1183RM	10	ELK	16354	1635,40	1
1183RN	1183RN	20	ELK	62380	3119,00	1
1183RP	1183RP	12	ELK	26218	2184,83	1
1183RR	1183RR	18	ELK	37712	2095,11	1
1183RS	1183RS	15	ELK	31390	2092,67	1
1183RT	1183RT	14	ELK	39195	2799,64	1
1183RV	1183RV	17	ELK	35348	2079,29	1
1183RW	1183RW	18	ELK	53708	2983,78	1
1183RX	1183RX	15	ELK	24288	1619,20	1
1183RZ	1183RZ	13	ELK	28939	2226,08	1
1183SB	1183SB	12	ELK	30728	2560,67	1
1183SJ	1183SK	30	ELK	239465	7982,17	2
1183SL	1183SL	24	ELK	34592	1441,33	1
1183SM	1183SM	25	ELK	43865	1754,60	1
1183SN	1183SZ	22	ELK	309290	14058,64	2
1183TA	1183TE	22	ELK	328897	14949,86	2
1183TG	1183TG	17	ELK	107204	6306,12	1
1183TH	1183TH	23	ELK	279618	12157,30	1
1183TJ	1183TJ	19	ELK	140243	7381,21	1
1183TK	1183TK	21	ELK	293973	13998,71	1
1183TL	1183TM	34	ELK	227778	6699,35	2
1183TN	1183TP	28	ELK	233085	8324,46	2
1183TR	1183TR	19	ELK	127431	6706,89	1
1183VB	1183VB	94	ELK	632495	6728,67	1
1183VC	1183VC	56	ELK	173420	3096,79	1
1183WB	1183WB	22	ELK	53861	2448,23	1
1183WC	1183WC	22	ELK	40077	1821,68	1
1183WD	1183WD	16	ELK	34194	2137,13	1
1183WE	1183WE	19	ELK	73761	3882,16	1
1183WG	1183WG	21	ELK	64906	3090,76	1
1183WH	1183WH	20	ELK	47771	2388,55	1
1183WJ	1183WJ	21	ELK	51444	2449,71	1
1183WK	1183WK	21	ELK	43939	2092,33	1
1183WL	1183WL	17	ELK	45872	2698,35	1
1183WN	1183WN	30	ELK	284079	9469,30	1
1183WP	1183WP	12	ELK	32780	2731,67	1
1183WR	1183WR	22	ELK	50096	2277,09	1
1183WS	1183WS	30	ELK	92554	3085,13	1
1183WT	1183WT	22	ELK	46922	2132,82	1
1183WV	1183WV	22	ELK	60990	2772,27	1
1183WX	1183WX	78	ELK	185948	2383,95	1
1183ZZ	1184TB	18	ELK	76883	4271,28	2
1184TC	1184TC	15	ELK	76717	5114,47	1
1184TD	1184TD	25	ELK	224964	8998,56	1
1184TE	1184TE	13	ELK	78488	6037,54	1
1184TG	1184TS	30	ELK	136505	4550,17	2
1184TT	1184TT	19	ELK	62336	3280,84	1
1184TV	1184TV	11	ELK	18547	1686,09	1
1184TW	1184TW	21	ELK	79425	3782,14	1
1184TX	1184TX	20	ELK	64207	3210,35	1
1184TZ	1184TZ	23	ELK	557694	24247,57	1
1184VA	1184VA	14	ELK	38451	2746,50	1
1184VC	1184VC	21	ELK	77919	3710,43	1
1184VD	1184VD	12	ELK	148892	12407,67	1
1184VE	1184VE	28	ELK	228653	8166,18	1
1184VG	1184VX	25	ELK	138200	5528,00	3
1184VZ	1185AB	36	ELK	224155	6226,53	2
1185AC	1185AC	18	ELK	143069	7948,28	1
1185AD	1185AD	22	ELK	212466	9657,55	1
1185AE	1185AE	21	ELK	90104	4290,67	1
1185AG	1185AG	37	ELK	192811	5211,11	1
1185AH	1185AH	65	ELK	155067	2385,65	1
1185AJ	1185AJ	13	ELK	32142	2472,46	1
1185AK	1185AK	18	ELK	49547	2752,61	1
1185AL	1185AL	63	ELK	112465	1785,16	1
1185AM	1185AM	62	ELK	146673	2365,69	1
1185AN	1185AN	23	ELK	57703	2508,83	1
1185AP	1185AP	20	ELK	44145	2207,25	1
1185AR	1185AR	17	ELK	46127	2713,35	1
1185AS	1185AS	24	ELK	87226	3634,42	1
1185AT	1185AT	16	ELK	31522	1970,13	1
1185AV	1185AV	23	ELK	82929	3605,61	1
1185AW	1185AW	16	ELK	31515	1969,69	1
1185AX	1185AX	21	ELK	67999	3238,05	1
1185BA	1185BA	36	ELK	104947	2915,19	1
1185BB	1185BB	30	ELK	59461	1982,03	1
1185BC	1185BC	25	ELK	43822	1752,88	1
1185BD	1185BD	47	ELK	97811	2081,09	1
1185BE	1185BE	40	ELK	55321	1383,03	1
1185BG	1185BG	16	ELK	35758	2234,88	1
1185BH	1185BH	25	ELK	85625	3425,00	1
1185BJ	1185BJ	27	ELK	94208	3489,19	1
1185BK	1185BK	14	ELK	38617	2758,36	1
1185BL	1185BL	59	ELK	268059	4543,37	1
1185BM	1185BM	12	ELK	22065	1838,75	1
1185BN	1185BN	14	ELK	32759	2339,93	1
1185BP	1185BP	12	ELK	30142	2511,83	1
1185BR	1185BS	12	ELK	25047	2087,25	2
1185BT	1185BT	20	ELK	71102	3555,10	1
1185BV	1185BV	17	ELK	42459	2497,59	1
1185BW	1185BX	42	ELK	86403	2057,21	2
1185BZ	1185BZ	38	ELK	67158	1767,32	1
1185CB	1185CB	24	ELK	72217	3009,04	1
1185CC	1185CC	25	ELK	89818	3592,72	1
1185CD	1185CD	24	ELK	34905	1454,38	1
1185CE	1185CE	15	ELK	23197	1546,47	1
1185CG	1185CG	15	ELK	23112	1540,80	1
1185CH	1185CH	16	ELK	28643	1790,19	1
1185CJ	1185CK	34	ELK	65511	1926,79	2
1185CL	1185CL	26	ELK	30248	1163,38	1
1185CM	1185CM	12	ELK	39188	3265,67	1
1185CN	1185CN	11	ELK	147046	13367,82	1
1185CP	1185CP	14	ELK	64166	4583,29	1
1185CR	1185CR	29	ELK	107346	3701,59	1
1185CS	1185CS	22	ELK	78989	3590,41	1
1185CT	1185CT	11	ELK	30620	2783,64	1
1185CV	1185CV	18	ELK	81359	4519,94	1
1185CW	1185CW	25	ELK	52294	2091,76	1
1185CX	1185CX	12	ELK	21747	1812,25	1
1185CZ	1185CZ	19	ELK	46391	2441,63	1
1185DA	1185DA	20	ELK	74227	3711,35	1
1185DB	1185DC	10	ELK	41142	4114,20	2
1185DD	1185DD	65	ELK	152876	2351,94	1
1185DE	1185DE	18	ELK	55510	3083,89	1
1185DG	1185DG	16	ELK	49453	3090,81	1
1185DH	1185DH	10	ELK	48659	4865,90	1
1185DJ	1185DJ	17	ELK	65474	3851,41	1
1185DK	1185DK	16	ELK	47395	2962,19	1
1185DL	1185DL	14	ELK	31652	2260,86	1
1185DM	1185DM	25	ELK	62479	2499,16	1
1185DN	1185DN	27	ELK	79904	2959,41	1
1185DP	1185DP	24	ELK	44527	1855,29	1
1185DR	1185DR	25	ELK	55007	2200,28	1
1185DS	1185DS	19	ELK	31658	1666,21	1
1185DT	1185DT	19	ELK	27515	1448,16	1
1185DV	1185DW	27	ELK	36996	1370,22	2
1185DX	1185DX	20	ELK	29643	1482,15	1
1185DZ	1185DZ	15	ELK	25257	1683,80	1
1185EA	1185EA	18	ELK	33498	1861,00	1
1185EB	1185EB	14	ELK	20093	1435,21	1
1185EC	1185EC	17	ELK	26993	1587,82	1
1185ED	1185EE	36	ELK	136722	3797,83	2
1185EG	1185EG	19	ELK	37307	1963,53	1
1185EH	1185EH	59	ELK	55964	948,54	1
1185EJ	1185EJ	12	ELK	12868	1072,33	1
1185EK	1185EL	34	ELK	55754	1639,82	2
1185EM	1185EM	20	ELK	37198	1859,90	1
1185EN	1185EN	16	ELK	37706	2356,63	1
1185EP	1185EP	18	ELK	32091	1782,83	1
1185ER	1185ER	17	ELK	47721	2807,12	1
1185ES	1185ES	16	ELK	27117	1694,81	1
1185ET	1185ET	17	ELK	37294	2193,76	1
