"AANSLUITINGEN_AANTAL	POSTCODE	POSTCODE_EIND	POSTCODE_AANTAL	PRODUCTSOORT	TYPE_AANSLUITING_MEEST_VOORKOMEND	TOT_E_INV	SJI GEMIDDELD"
"17	1012NR	1012NS	2	ELK	3x25	0	0.0"
"12	1012NT	1012NV	2	ELK	3x25	0	0.0"
"15	1012NX	1012NX	1	ELK	3x25	0	0.0"
"17	1012NZ	1012PA	2	ELK	3x50	0	0.0"
"23	1012PB	1012PB	1	ELK	3x25	0	0.0"
"16	1012PC	1012PD	2	ELK	3x80	0	0.0"
"12	1012PE	1012PH	3	ELK	3x63	4556	379.6666666666667"
"43	1012PJ	1012PL	3	ELK	3x25	0	0.0"
"30	1012PM	1012PM	1	ELK	3x25	506	16.866666666666667"
"12	1012PN	1012PN	1	ELK	3x25	2311	192.58333333333334"
"13	1012PP	1012PR	2	ELK	3x25	0	0.0"
"20	1012PS	1012PS	1	ELK	1x25	4954	247.7"
"24	1012PT	1012PT	1	ELK	3x25	0	0.0"
"72	1012PV	1012PV	1	ELK	1x35	0	0.0"
"10	1012PW	1012PW	1	ELK	1x35	944	94.4"
"19	1012PX	1012PZ	2	ELK	1x25	0	0.0"
"14	1012RA	1012RA	1	ELK	1x35	0	0.0"
"20	1012RB	1012RB	1	ELK	1x25	0	0.0"
"41	1012RC	1012RD	2	ELK	3x25	0	0.0"
"20	1012RE	1012RE	1	ELK	3x25	0	0.0"
"14	1012RG	1012RG	1	ELK	3x25	0	0.0"
"15	1012RH	1012RJ	2	ELK	3x25	0	0.0"
"42	1012RK	1012RK	1	ELK	1x35	533	12.69047619047619"
"13	1012RL	1012RL	1	ELK	3x25	2715	208.84615384615384"
"33	1012RM	1012RM	1	ELK	3x25	0	0.0"
"44	1012RN	1012RN	1	ELK	3x25	0	0.0"
"19	1012RP	1012RP	1	ELK	1x35	0	0.0"
"33	1012RR	1012RR	1	ELK	1x25	0	0.0"
"34	1012RS	1012RS	1	ELK	3x25	1	0.029411764705882353"
"28	1012RT	1012RT	1	ELK	3x25	4	0.14285714285714285"
"37	1012RV	1012RV	1	ELK	1x35	0	0.0"
"28	1012RW	1012RW	1	ELK	3x25	6305	225.17857142857142"
"16	1012RX	1012RX	1	ELK	3x25	0	0.0"
"32	1012RZ	1012RZ	1	ELK	3x25	1141	35.65625"
"18	1012SB	1012SB	1	ELK	3x25	0	0.0"
"19	1012SC	1012SC	1	ELK	3x25	0	0.0"
"34	1012SE	1012SE	1	ELK	3x25	0	0.0"
"10	1012SG	1012SG	1	ELK	3x25	0	0.0"
"33	1012SH	1012SH	1	ELK	3x25	0	0.0"
"26	1012SJ	1012SJ	1	ELK	3x25	0	0.0"
"13	1012SK	1012SK	1	ELK	3x25	0	0.0"
"14	1012SL	1012SM	2	ELK	3x25	0	0.0"
"26	1012SN	1012SN	1	ELK	1x35	0	0.0"
"34	1012SP	1012SP	1	ELK	3x25	0	0.0"
"19	1012SR	1012SR	1	ELK	3x25	0	0.0"
"30	1012ST	1012ST	1	ELK	3x25	0	0.0"
"20	1012SV	1012SV	1	ELK	3x25	0	0.0"
"39	1012SW	1012SW	1	ELK	3x25	1	0.02564102564102564"
"11	1012SX	1012SZ	2	ELK	3x25	0	0.0"
"70	1012TA	1012TA	1	ELK	1x25	10674	152.4857142857143"
"13	1012TB	1012TB	1	ELK	1x25	0	0.0"
"13	1012TC	1012TC	1	ELK	3x25	1089	83.76923076923077"
"25	1012TD	1012TD	1	ELK	3x25	1011	40.44"
"14	1012TE	1012TE	1	ELK	1x25	0	0.0"
"11	1012TG	1012TH	2	ELK	3x25	1	0.09090909090909091"
"33	1012TJ	1012TK	2	ELK	1x35	0	0.0"
"38	1012TL	1012TM	2	ELK	3x63	618	16.263157894736842"
"20	1012TN	1012TN	1	ELK	1x35	0	0.0"
"16	1012TP	1012TR	2	ELK	3x25	0	0.0"
"28	1012TS	1012TS	1	ELK	3x25	0	0.0"
"18	1012TT	1012TT	1	ELK	1x25	0	0.0"
"35	1012TV	1012TV	1	ELK	1x35	0	0.0"
"41	1012TW	1012TW	1	ELK	1x25	0	0.0"
"12	1012TX	1012TX	1	ELK	1x35	4711	392.5833333333333"
"16	1012TZ	1012TZ	1	ELK	3x25	3673	229.5625"
"23	1012VA	1012VA	1	ELK	3x25	0	0.0"
"50	1012VB	1012VC	2	ELK	1x35	155	3.1"
"18	1012VD	1012VD	1	ELK	1x25	0	0.0"
"18	1012VE	1012VE	1	ELK	1x35	0	0.0"
"49	1012VG	1012VG	1	ELK	1x25	65	1.3265306122448979"
"45	1012VH	1012VH	1	ELK	3x25	162	3.6"
"12	1012VJ	1012VJ	1	ELK	1x25	6	0.5"
"24	1012VK	1012VK	1	ELK	1x25	0	0.0"
"37	1012VM	1012VM	1	ELK	1x25	0	0.0"
"38	1012VN	1012VN	1	ELK	3x25	0	0.0"
"41	1012VP	1012VP	1	ELK	3x25	0	0.0"
"33	1012VR	1012VR	1	ELK	1x25	0	0.0"
"11	1012VS	1012VS	1	ELK	1x35	0	0.0"
"19	1012VT	1012VT	1	ELK	1x25	29	1.5263157894736843"
"24	1012VV	1012VV	1	ELK	1x25	0	0.0"
"37	1012VW	1012VW	1	ELK	1x25	0	0.0"
"40	1012VX	1012VX	1	ELK	1x25	0	0.0"
"15	1012VZ	1012WC	2	ELK	3x25	0	0.0"
"54	1012WE	1012WG	2	ELK	3x25	1172	21.703703703703702"
"17	1012WH	1012WH	1	ELK	1x25	488	28.705882352941178"
"24	1012WJ	1012WJ	1	ELK	3x25	0	0.0"
"15	1012WK	1012WK	1	ELK	3x25	0	0.0"
"28	1012WL	1012WL	1	ELK	1x25	0	0.0"
"16	1012WN	1012WN	1	ELK	1x35	0	0.0"
"73	1012WP	1012WP	1	ELK	3x25	29584	405.26027397260276"
"28	1012WR	1012WR	1	ELK	3x25	3920	140.0"
"35	1012WS	1012WS	1	ELK	1x25	0	0.0"
"33	1012WT	1012WT	1	ELK	1x25	0	0.0"
"46	1012WV	1012WV	1	ELK	1x25	0	0.0"
"20	1012WX	1012WX	1	ELK	1x35	0	0.0"
"11	1012WZ	1012WZ	1	ELK	1x35	0	0.0"
"10	1012XA	1012XA	1	ELK	3x25	0	0.0"
"18	1012XB	1012XB	1	ELK	3x25	0	0.0"
"20	1012XC	1012XE	3	ELK	3x25	0	0.0"
"17	1012XG	1012XH	2	ELK	3x25	0	0.0"
"23	1012XJ	1012XJ	1	ELK	1x35	0	0.0"
"38	1012XK	1012XK	1	ELK	1x35	0	0.0"
"27	1012XL	1012XL	1	ELK	3x25	0	0.0"
"22	1012XM	1012XM	1	ELK	3x25	0	0.0"
"11	1012XN	1012XN	1	ELK	3x35	0	0.0"
"25	1012XP	1012XR	2	ELK	3x25	0	0.0"
"18	1012XS	1012XW	2	ELK	1x25	10195	566.3888888888889"
"20	1012XZ	1012ZD	2	ELK	1x25	0	0.0"
"28	1012ZE	1012ZE	1	ELK	1x25	0	0.0"
"19	1012ZG	1012ZG	1	ELK	1x35	0	0.0"
"11	1012ZH	1012ZK	3	ELK	1x25	0	0.0"
"17	1012ZL	1012ZL	1	ELK	1x25	0	0.0"
"288	1013AA	1013AD	4	ELK	1x35	12055	41.857638888888886"
"97	1013AG	1013AG	1	ELK	1x25	73111	753.7216494845361"
"126	1013AH	1013AK	2	ELK	3x25	90178	715.6984126984127"
"102	1013AL	1013AL	1	ELK	1x35	6977	68.40196078431373"
"31	1013AM	1013AM	1	ELK	3x80	9142	294.9032258064516"
"33	1013AP	1013AP	1	ELK	3x25	24896	754.4242424242424"
"145	1013AR	1013AS	2	ELK	3x25	1712	11.806896551724138"
"35	1013AV	1013AV	1	ELK	1x25	0	0.0"
"170	1013AW	1013AW	1	ELK	1x35	4243	24.958823529411763"
"60	1013AX	1013AZ	2	ELK	1x35	22859	380.98333333333335"
"10	1013BB	1013BB	1	ELK	3x25	3714	371.4"
"465	1013BC	1013BD	2	ELK	3x25	124330	267.3763440860215"
"41	1013BE	1013BE	1	ELK	3x25	0	0.0"
"311	1013BG	1013BH	2	ELK	1x35	5438	17.485530546623796"
"29	1013BJ	1013BL	3	ELK	3x25	0	0.0"
"30	1013BP	1013BP	1	ELK	1x35	0	0.0"
"42	1013BR	1013BR	1	ELK	1x35	0	0.0"
"119	1013BS	1013BV	3	ELK	3x25	6781	56.983193277310924"
"17	1013BW	1013BW	1	ELK	1x25	6109	359.3529411764706"
"170	1013BX	1013BX	1	ELK	3x25	8266	48.62352941176471"
"179	1013BZ	1013BZ	1	ELK	1x25	70946	396.3463687150838"
"42	1013CA	1013CA	1	ELK	1x25	0	0.0"
"22	1013CB	1013CB	1	ELK	1x25	0	0.0"
"43	1013CC	1013CC	1	ELK	1x25	0	0.0"
"23	1013CD	1013CD	1	ELK	1x35	1	0.043478260869565216"
"13	1013CE	1013CE	1	ELK	1x25	0	0.0"
"93	1013CG	1013CG	1	ELK	1x35	15965	171.66666666666666"
"39	1013CH	1013CH	1	ELK	1x25	0	0.0"
"49	1013CJ	1013CJ	1	ELK	1x25	0	0.0"
"19	1013CK	1013CK	1	ELK	1x25	0	0.0"
"50	1013CL	1013CL	1	ELK	1x25	0	0.0"
"60	1013CM	1013CM	1	ELK	1x25	0	0.0"
"41	1013CR	1013CR	1	ELK	3x25	28201	687.829268292683"
"58	1013CS	1013CS	1	ELK	1x25	24956	430.2758620689655"
"34	1013CT	1013CT	1	ELK	1x25	0	0.0"
"41	1013CW	1013CW	1	ELK	3x25	0	0.0"
"20	1013CX	1013CX	1	ELK	3x25	0	0.0"
"10	1013CZ	1013CZ	1	ELK	3x25	1798	179.8"
"20	1013DA	1013DA	1	ELK	1x25	7028	351.4"
"32	1013DB	1013DB	1	ELK	1x25	5371	167.84375"
"25	1013DC	1013DC	1	ELK	1x25	0	0.0"
"32	1013DD	1013DD	1	ELK	1x25	0	0.0"
"23	1013DE	1013DG	2	ELK	1x35	0	0.0"
"24	1013DH	1013DH	1	ELK	1x25	0	0.0"
"50	1013DJ	1013DJ	1	ELK	1x25	0	0.0"
"17	1013DK	1013DK	1	ELK	1x25	0	0.0"
"20	1013DL	1013DL	1	ELK	1x35	0	0.0"
"25	1013DM	1013DM	1	ELK	1x35	0	0.0"
"16	1013DN	1013DN	1	ELK	1x35	0	0.0"
"12	1013DP	1013DP	1	ELK	1x25	0	0.0"
"11	1013DR	1013DR	1	ELK	1x25	0	0.0"
"18	1013DS	1013DS	1	ELK	1x25	0	0.0"
"32	1013DT	1013DT	1	ELK	1x25	0	0.0"
"32	1013DV	1013DV	1	ELK	1x35	0	0.0"
"31	1013DW	1013DW	1	ELK	1x25	775	25.0"
"34	1013DX	1013DX	1	ELK	1x35	148	4.352941176470588"
"28	1013DZ	1013DZ	1	ELK	1x25	0	0.0"
"29	1013EA	1013EA	1	ELK	1x25	0	0.0"
"16	1013EB	1013EB	1	ELK	3x25	0	0.0"
"94	1013EC	1013EC	1	ELK	1x35	1049	11.159574468085106"
"19	1013ED	1013ED	1	ELK	3x25	19091	1004.7894736842105"
"40	1013EE	1013EE	1	ELK	3x25	0	0.0"
"51	1013EG	1013EG	1	ELK	1x25	0	0.0"
"22	1013EH	1013EH	1	ELK	1x25	0	0.0"
"36	1013EJ	1013EJ	1	ELK	1x25	0	0.0"
"12	1013EK	1013EK	1	ELK	3x25	0	0.0"
"39	1013EL	1013EL	1	ELK	1x25	318	8.153846153846153"
"38	1013EM	1013EM	1	ELK	1x25	0	0.0"
"14	1013EN	1013EN	1	ELK	1x25	0	0.0"
"44	1013EP	1013ER	2	ELK	1x25	3419	77.70454545454545"
"44	1013ES	1013ES	1	ELK	1x25	0	0.0"
"25	1013ET	1013ET	1	ELK	1x25	0	0.0"
"20	1013EV	1013EV	1	ELK	1x35	656	32.8"
"24	1013EW	1013EW	1	ELK	3x25	0	0.0"
"33	1013EX	1013EZ	2	ELK	1x25	1010	30.606060606060606"
"29	1013GA	1013GA	1	ELK	1x35	1977	68.17241379310344"
"13	1013GB	1013GB	1	ELK	1x25	0	0.0"
"16	1013GC	1013GC	1	ELK	1x25	0	0.0"
"18	1013GD	1013GD	1	ELK	1x25	653	36.27777777777778"
"40	1013GE	1013GE	1	ELK	3x25	768	19.2"
"30	1013GG	1013GG	1	ELK	1x35	0	0.0"
"24	1013GH	1013GH	1	ELK	1x25	0	0.0"
"18	1013GJ	1013GJ	1	ELK	1x25	3252	180.66666666666666"
"28	1013GK	1013GK	1	ELK	3x25	0	0.0"
"58	1013GL	1013GL	1	ELK	1x25	0	0.0"
"242	1013GM	1013GM	1	ELK	1x25	0	0.0"
"37	1013GN	1013GN	1	ELK	1x35	0	0.0"
"22	1013GP	1013GP	1	ELK	1x35	0	0.0"
"20	1013GR	1013GR	1	ELK	3x25	1981	99.05"
"55	1013GS	1013GS	1	ELK	3x25	3623	65.87272727272727"
"22	1013GT	1013GT	1	ELK	1x35	0	0.0"
"46	1013GV	1013GW	2	ELK	3x25	0	0.0"
"40	1013GX	1013GX	1	ELK	1x35	0	0.0"
"26	1013GZ	1013GZ	1	ELK	3x25	4081	156.96153846153845"
"40	1013HA	1013HA	1	ELK	3x25	6395	159.875"
"44	1013HB	1013HB	1	ELK	1x25	0	0.0"
"45	1013HC	1013HC	1	ELK	3x25	0	0.0"
"40	1013HD	1013HD	1	ELK	1x25	0	0.0"
"109	1013HE	1013HE	1	ELK	3x25	12584	115.44954128440367"
"62	1013HG	1013HG	1	ELK	1x25	2528	40.774193548387096"
"12	1013HH	1013HJ	2	ELK	1x35	0	0.0"
"16	1013HK	1013HK	1	ELK	3x25	0	0.0"
"22	1013HL	1013HL	1	ELK	1x25	0	0.0"
"23	1013HM	1013HM	1	ELK	1x25	0	0.0"
"67	1013HN	1013HP	2	ELK	1x25	0	0.0"
"27	1013HR	1013HR	1	ELK	1x25	0	0.0"
"104	1013HS	1013HS	1	ELK	1x35	646	6.211538461538462"
"52	1013HT	1013HT	1	ELK	1x25	1	0.019230769230769232"
"38	1013HV	1013HV	1	ELK	1x25	0	0.0"
"34	1013HW	1013HW	1	ELK	1x35	0	0.0"
"36	1013HX	1013HX	1	ELK	1x25	0	0.0"
"25	1013HZ	1013HZ	1	ELK	1x25	0	0.0"
"22	1013JA	1013JA	1	ELK	1x25	785	35.68181818181818"
"11	1013JB	1013JB	1	ELK	3x25	0	0.0"
"19	1013JC	1013JC	1	ELK	3x25	0	0.0"
"38	1013JD	1013JD	1	ELK	1x25	0	0.0"
"32	1013JE	1013JE	1	ELK	1x25	0	0.0"
"35	1013JG	1013JG	1	ELK	1x25	3	0.08571428571428572"
"32	1013JH	1013JH	1	ELK	1x25	0	0.0"
"46	1013JJ	1013JJ	1	ELK	1x25	3461	75.23913043478261"
"50	1013JK	1013JK	1	ELK	3x25	0	0.0"
"62	1013JL	1013JL	1	ELK	1x25	87	1.403225806451613"
"47	1013JM	1013JM	1	ELK	1x25	178	3.7872340425531914"
"30	1013JN	1013JN	1	ELK	1x25	4372	145.73333333333332"
"28	1013JP	1013JP	1	ELK	1x25	482	17.214285714285715"
"31	1013JR	1013JR	1	ELK	1x35	4366	140.83870967741936"
"17	1013JS	1013JS	1	ELK	1x25	142	8.352941176470589"
"28	1013JT	1013JT	1	ELK	1x25	0	0.0"
"52	1013JV	1013JV	1	ELK	1x25	4370	84.03846153846153"
"28	1013JW	1013JW	1	ELK	1x25	2717	97.03571428571429"
"28	1013JX	1013JX	1	ELK	1x35	0	0.0"
"16	1013JZ	1013JZ	1	ELK	1x25	0	0.0"
"22	1013KA	1013KA	1	ELK	1x25	0	0.0"
"26	1013KB	1013KB	1	ELK	1x25	2081	80.03846153846153"
"41	1013KC	1013KC	1	ELK	3x25	0	0.0"
"24	1013KD	1013KD	1	ELK	1x25	0	0.0"
"15	1013KE	1013KE	1	ELK	1x25	279	18.6"
"16	1013KG	1013KG	1	ELK	3x25	0	0.0"
"29	1013KH	1013KH	1	ELK	1x35	1128	38.89655172413793"
"15	1013KJ	1013KK	2	ELK	1x35	0	0.0"
"17	1013KL	1013KL	1	ELK	1x25	0	0.0"
"46	1013KM	1013KN	2	ELK	1x25	2146	46.65217391304348"
"51	1013KP	1013KP	1	ELK	1x35	298	5.8431372549019605"
"30	1013KR	1013KR	1	ELK	1x25	0	0.0"
"117	1013KS	1013KS	1	ELK	1x35	0	0.0"
"31	1013KT	1013KT	1	ELK	1x35	0	0.0"
"38	1013KV	1013KV	1	ELK	1x35	3662	96.36842105263158"
"96	1013KW	1013KW	1	ELK	1x25	39	0.40625"
"49	1013KX	1013KX	1	ELK	1x35	32401	661.2448979591836"
"79	1013LA	1013LA	1	ELK	1x25	4334	54.860759493670884"
"61	1013LB	1013LB	1	ELK	1x25	4	0.06557377049180328"
"242	1013LC	1013LC	1	ELK	1x25	22486	92.91735537190083"
"56	1013LD	1013LD	1	ELK	1x25	123	2.1964285714285716"
"24	1013LE	1013LE	1	ELK	1x35	0	0.0"
"28	1013LG	1013LG	1	ELK	1x35	3249	116.03571428571429"
"50	1013LH	1013LH	1	ELK	1x25	940	18.8"
"10	1013LJ	1013LJ	1	ELK	1x25	0	0.0"
"73	1013LL	1013LL	1	ELK	3x25	19076	261.3150684931507"
"104	1013LM	1013LM	1	ELK	3x25	2476	23.807692307692307"
"25	1013LN	1013LN	1	ELK	1x25	0	0.0"
"79	1013LP	1013LP	1	ELK	1x25	2016	25.518987341772153"
"57	1013LR	1013LR	1	ELK	3x25	51651	906.1578947368421"
"30	1013LS	1013LT	2	ELK	1x35	0	0.0"
"108	1013LV	1013LV	1	ELK	1x25	0	0.0"
"10	1013LW	1013LX	2	ELK	1x35	0	0.0"
"36	1013LZ	1013MA	2	ELK	1x35	447	12.416666666666666"
"39	1013MB	1013MB	1	ELK	1x25	0	0.0"
"76	1013MC	1013MD	2	ELK	3x25	320	4.2105263157894735"
"10	1013ME	1013ME	1	ELK	1x25	0	0.0"
"49	1013MG	1013MG	1	ELK	1x25	2119	43.244897959183675"
"51	1013MH	1013MH	1	ELK	1x25	0	0.0"
"31	1013MJ	1013MK	2	ELK	1x25	8152	262.96774193548384"
"48	1013ML	1013ML	1	ELK	1x25	0	0.0"
"68	1013MM	1013MM	1	ELK	3x25	0	0.0"
"20	1013MN	1013MN	1	ELK	1x25	0	0.0"
"30	1013MP	1013MP	1	ELK	1x25	0	0.0"
"52	1013MR	1013MR	1	ELK	1x25	0	0.0"
"53	1013MS	1013MS	1	ELK	1x25	744	14.037735849056604"
"49	1013MT	1013MT	1	ELK	1x25	66	1.346938775510204"
"40	1013MV	1013MV	1	ELK	1x25	16780	419.5"
"66	1013MX	1013MX	1	ELK	1x35	28600	433.3333333333333"
"31	1013MZ	1013MZ	1	ELK	1x25	0	0.0"
"10	1013NA	1013NA	1	ELK	1x25	0	0.0"
"33	1013NB	1013NB	1	ELK	1x25	0	0.0"
"32	1013NC	1013NC	1	ELK	1x25	0	0.0"
"30	1013ND	1013ND	1	ELK	1x25	0	0.0"
"83	1013NE	1013NE	1	ELK	1x25	13	0.1566265060240964"
"39	1013NG	1013NG	1	ELK	1x35	10005	256.53846153846155"
"33	1013NH	1013NH	1	ELK	1x25	0	0.0"
"134	1013NJ	1013NJ	1	ELK	1x35	15	0.11194029850746269"
"23	1013NK	1013NK	1	ELK	1x25	0	0.0"
"81	1013NL	1013NL	1	ELK	1x35	0	0.0"
"37	1013NM	1013NM	1	ELK	1x25	0	0.0"
"43	1013NN	1013NN	1	ELK	1x35	0	0.0"
"12	1013NP	1013NR	2	ELK	1x25	0	0.0"
"62	1013NS	1013NS	1	ELK	1x25	1	0.016129032258064516"
"51	1013NT	1013NT	1	ELK	1x25	0	0.0"
"50	1013NV	1013NV	1	ELK	1x25	0	0.0"
"10	1013NX	1013NX	1	ELK	1x35	0	0.0"
"33	1013NZ	1013PA	2	ELK	1x35	0	0.0"
"42	1013PB	1013PD	3	ELK	1x35	0	0.0"
"36	1013PE	1013PH	3	ELK	1x35	0	0.0"
"32	1013PJ	1013PJ	1	ELK	1x25	0	0.0"
"11	1013PK	1013PK	1	ELK	1x25	0	0.0"
"28	1013PL	1013PL	1	ELK	1x25	4742	169.35714285714286"
"15	1013PM	1013PM	1	ELK	1x25	0	0.0"
"20	1013PN	1013PP	2	ELK	1x25	0	0.0"
"48	1013PR	1013PR	1	ELK	1x35	0	0.0"
"20	1013PS	1013PT	2	ELK	1x35	145	7.25"
"13	1013PV	1013PV	1	ELK	1x25	0	0.0"
"72	1013PW	1013PW	1	ELK	1x25	0	0.0"
"91	1013PX	1013PX	1	ELK	1x25	0	0.0"
"104	1013RA	1013RA	1	ELK	1x25	0	0.0"
"29	1013RB	1013RB	1	ELK	1x35	0	0.0"
"29	1013RC	1013RC	1	ELK	1x35	0	0.0"
"28	1013RD	1013RD	1	ELK	1x25	0	0.0"
"29	1013RE	1013RE	1	ELK	1x25	0	0.0"
"28	1013RG	1013RG	1	ELK	1x25	0	0.0"
"24	1013RH	1013RH	1	ELK	1x25	0	0.0"
"326	1013RJ	1013RJ	1	ELK	1x25	12521	38.4079754601227"
"47	1013RK	1013RK	1	ELK	3x25	0	0.0"
"17	1013RL	1013RM	2	ELK	1x35	0	0.0"
"11	1013RN	1013RN	1	ELK	1x25	0	0.0"
"193	1013RP	1013RP	1	ELK	1x25	0	0.0"
"20	1013RR	1013RR	1	ELK	1x25	1432	71.6"
"22	1013RS	1013RV	3	ELK	1x35	0	0.0"
"147	1013RW	1013RW	1	ELK	1x25	5	0.034013605442176874"
"39	1013RX	1013RX	1	ELK	3x25	0	0.0"
"22	1013RZ	1013RZ	1	ELK	1x35	0	0.0"
"28	1013SB	1013SB	1	ELK	1x35	0	0.0"
"23	1013SC	1013SC	1	ELK	1x35	0	0.0"
"27	1013SE	1013SE	1	ELK	1x35	2	0.07407407407407407"
"19	1013SG	1013SG	1	ELK	1x35	0	0.0"
"19	1013SH	1013SH	1	ELK	1x35	0	0.0"
"136	1013SJ	1013SJ	1	ELK	1x35	0	0.0"
"11	1013SK	1013SK	1	ELK	1x25	0	0.0"
"77	1013SL	1013SL	1	ELK	1x25	0	0.0"
"34	1013SM	1013SM	1	ELK	1x25	655	19.264705882352942"
"48	1013SN	1013SN	1	ELK	1x25	2503	52.145833333333336"
"110	1013SP	1013SP	1	ELK	1x25	2261	20.554545454545455"
"57	1013SR	1013SR	1	ELK	1x35	2684	47.08771929824562"
"46	1013ST	1013ST	1	ELK	1x35	2332	50.69565217391305"
"68	1013SV	1013SV	1	ELK	1x25	0	0.0"
"77	1013SW	1013SW	1	ELK	1x25	2	0.025974025974025976"
"17	1013SX	1013SX	1	ELK	1x25	0	0.0"
"69	1013SZ	1013SZ	1	ELK	1x25	12130	175.79710144927537"
"41	1013TA	1013TA	1	ELK	1x35	0	0.0"
"30	1013TB	1013TB	1	ELK	1x25	0	0.0"
"25	1013TC	1013TC	1	ELK	1x35	2	0.08"
"32	1013TD	1013TD	1	ELK	1x35	275	8.59375"
"45	1013TE	1013TE	1	ELK	1x35	0	0.0"
"37	1013TG	1013TG	1	ELK	1x35	1008	27.243243243243242"
"63	1013TH	1013TH	1	ELK	1x25	1921	30.49206349206349"
"62	1013TJ	1013TJ	1	ELK	1x25	0	0.0"
"43	1013TK	1013TK	1	ELK	1x25	0	0.0"
"26	1013TL	1013TL	1	ELK	1x35	0	0.0"
"58	1013TM	1013TM	1	ELK	1x35	0	0.0"
"28	1013TN	1013TN	1	ELK	1x35	0	0.0"
"19	1013TP	1013TP	1	ELK	1x35	0	0.0"
"98	1013TX	1013VB	2	ELK	1x25	1324	13.510204081632653"
"10	1013VD	1013VD	1	ELK	1x35	0	0.0"
"10	1013VG	1013VG	1	ELK	1x25	0	0.0"
"16	1013VH	1013VH	1	ELK	1x25	0	0.0"
"14	1013VJ	1013VK	2	ELK	1x25	1	0.07142857142857142"
"26	1013VL	1013VL	1	ELK	1x25	0	0.0"
"26	1013VM	1013VM	1	ELK	1x35	0	0.0"
"26	1013VN	1013VN	1	ELK	1x25	0	0.0"
"26	1013VP	1013VP	1	ELK	3x25	0	0.0"
"10	1013VR	1013VR	1	ELK	1x25	0	0.0"
"10	1013VS	1013VS	1	ELK	1x25	0	0.0"
"10	1013VT	1013VT	1	ELK	1x25	0	0.0"
"87	1013VV	1013VV	1	ELK	1x35	3	0.034482758620689655"
"11	1013VX	1013VX	1	ELK	1x25	0	0.0"
"29	1013VZ	1013VZ	1	ELK	1x25	0	0.0"
"28	1013WB	1013WB	1	ELK	1x35	0	0.0"
"23	1013WC	1013WC	1	ELK	1x25	0	0.0"
"30	1013WD	1013WD	1	ELK	1x35	0	0.0"
"13	1013WE	1013WE	1	ELK	3x25	0	0.0"
"51	1013WG	1013WG	1	ELK	1x35	305	5.980392156862745"
"41	1013WH	1013WH	1	ELK	1x35	0	0.0"
"37	1013WJ	1013WJ	1	ELK	1x35	0	0.0"
"15	1013WK	1013WL	2	ELK	1x35	0	0.0"
"51	1013WN	1013WN	1	ELK	1x35	4272	83.76470588235294"
"29	1013WP	1013WP	1	ELK	1x35	0	0.0"
"16	1013WR	1013WR	1	ELK	1x35	0	0.0"
"24	1013WS	1013WS	1	ELK	1x35	0	0.0"
"22	1013WT	1013WT	1	ELK	1x25	1	0.045454545454545456"
"55	1013WV	1013WV	1	ELK	1x25	0	0.0"
"19	1013WZ	1013XA	2	ELK	1x25	0	0.0"
"18	1013XB	1013XB	1	ELK	1x25	0	0.0"
"65	1013XC	1013XC	1	ELK	1x25	40	0.6153846153846154"
"92	1013XD	1013XD	1	ELK	1x25	0	0.0"
"50	1013XE	1013XE	1	ELK	1x25	0	0.0"
"19	1013XG	1013XG	1	ELK	1x35	0	0.0"
"70	1013XH	1013XH	1	ELK	1x35	137115	1958.7857142857142"
"21	1013XL	1013XL	1	ELK	3x25	24221	1153.3809523809523"
"18	1013XM	1013XP	2	ELK	3x25	0	0.0"
"30	1013XR	1013XR	1	ELK	3x25	0	0.0"
"10	1013XS	1013XS	1	ELK	1x35	0	0.0"
"58	1013XT	1013XT	1	ELK	1x25	0	0.0"
"27	1013XV	1013XV	1	ELK	1x25	0	0.0"
"29	1013XW	1013XW	1	ELK	1x25	0	0.0"
"24	1013XX	1013XX	1	ELK	1x25	0	0.0"
"28	1013XZ	1013XZ	1	ELK	1x25	0	0.0"
"27	1013ZA	1013ZA	1	ELK	1x25	0	0.0"
"13	1013ZB	1013ZB	1	ELK	1x25	0	0.0"
"16	1013ZC	1013ZC	1	ELK	1x25	0	0.0"
"30	1013ZD	1013ZD	1	ELK	1x25	0	0.0"
"32	1013ZE	1013ZE	1	ELK	1x35	0	0.0"
"17	1013ZG	1013ZG	1	ELK	1x35	0	0.0"
"19	1013ZH	1013ZH	1	ELK	1x25	0	0.0"
"16	1013ZJ	1013ZJ	1	ELK	1x25	0	0.0"
"33	1013ZK	1013ZK	1	ELK	1x25	0	0.0"
"15	1013ZL	1013ZL	1	ELK	1x35	0	0.0"
"44	1013ZM	1013ZM	1	ELK	1x35	0	0.0"
"28	1013ZN	1013ZN	1	ELK	1x35	0	0.0"
"20	1013ZP	1013ZP	1	ELK	1x35	0	0.0"
"22	1013ZR	1013ZR	1	ELK	1x35	0	0.0"
"26	1013ZS	1013ZS	1	ELK	1x35	0	0.0"
"31	1013ZT	1013ZT	1	ELK	1x35	0	0.0"
"19	1013ZV	1013ZV	1	ELK	1x35	0	0.0"
"31	1013ZW	1013ZW	1	ELK	1x35	0	0.0"
"34	1013ZX	1013ZX	1	ELK	1x35	0	0.0"
"16	1013ZZ	1014AA	2	ELK	3x25	14681	917.5625"
"31	1014AC	1014AD	2	ELK	3x25	245	7.903225806451613"
"19	1014AE	1014AE	1	ELK	3x25	12372	651.1578947368421"
"139	1014AG	1014AG	1	ELK	1x35	0	0.0"
